title,listing_type,city,zip_code,numerical_descriptors,amenities,dates,rating,num_reviews,discounted,original_value,price_per_night,cleaning_fee,service_fee
Wing of San Francisco(旧金山之翼)2 Rooms for 1–5people,entire residential home,Bayview,94124,5 guests - 2 bedrooms - 3 beds - 1 bath,Wifi - Washer - Self check-in,Dec 3 – 5,4.89,164,False,,189.0,60.0,62.0
"Sunny Victorian room in SoMa, near BART station!",private room,SoMa,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.91,218,False,,89.0,50.0,32.0
Central sunny apartment — 24th Street BART,private room,Bernal Heights,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.79,14,False,,121.0,50.0,41.0
"Inlaw a Short Stroll to Castro Street, Free Street Parking",entire guest suite,The Castro,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Self check-in,Dec 31 – Jan 2,4.97,242,False,,386.0,120.0,126.0
Petite room in Vegan Mission Penthouse,private room,Mission District,94124,1 guest - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,5.0,143,False,,105.0,100.0,44.0
"Gay-owned, Victorian gem in The Castro",private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Self check-in,Dec 24 – 26,4.93,136,False,,113.0,34.0,37.0
Comfy Private Suite with Deck & En Suite Bathroom,private room,Potrero Hill,94124,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi,Dec 31 – Jan 2,4.91,94,False,,150.0,79.0,54.0
Detached Rear Yard Garden Cottage,entire cottage,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Self check-in,Dec 31 – Jan 2,4.98,45,False,,250.0,120.0,88.0
Modern Oasis Brand New Guest Suite,private room,Excelsior,94124,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 10 – 12,4.94,18,False,,85.0,25.0,28.0
"San Francisco Home, Great View, 2 Rooms",private room,Bayview,94124,4 guests - 2 bedrooms - 2 beds - 1 private bath,Wifi - Washer - Self check-in,Dec 10 – 12,,0,False,,100.0,60.0,37.0
Bernal Heights Staycation,private room,Bernal Heights,94124,2 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Washer,Dec 31 – Jan 2,4.8,30,False,,250.0,85.0,83.0
"Explore Vibrant Castro from a Peaceful, Baby-Blue Victorian",private room,The Castro,94124,2 guests - 1 private bedroom - 1 bed - 1 bath,Wifi - Self check-in,Dec 31 – Jan 2,4.86,294,False,,165.0,50.0,54.0
Ultra Clean Studio Above The Bay,entire rental unit,Daly City,94124,2 guests - Studio - 1 bed - 1 bath,Wifi - Self check-in,Dec 31 – Jan 2,4.93,109,False,,250.0,59.0,79.0
Suite A - Azure Anticipation,private room,Portola,94124,4 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.94,80,False,,75.0,50.0,28.0
Inn at the Opera',entire rental unit,Western Addition/NOPA,94124,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,5.0,7,False,,143.0,0.0,40.0
Cozy suite in the heart of Noe Valley,private room,Noe Valley,94124,3 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Washer - Self check-in,Dec 31 – Jan 2,4.68,76,False,,189.0,65.0,63.0
Private suite in Noe Valley,entire guest suite,Noe Valley,94124,2 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Self check-in,Dec 17 – 19,4.94,169,False,,175.0,55.0,57.0
Work/Live/Play! 2BD/2BA Victorian Condo w/ Parking,entire condominium (condo),Mission District,94124,4 guests - 2 bedrooms - 3 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,5.0,6,False,,330.0,147.0,114.0
"Calm, Cool & Collected
on Sunny Bernal Hill",private room,Bernal Heights,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Self check-in,Dec 3 – 5,4.82,150,False,,96.0,45.0,33.0
Home Away From Home Too!,private room,Bayview,94124,4 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,4.73,48,False,,78.0,35.0,27.0
Classic Room in the Heart of The Castro,private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer,Dec 10 – 12,4.8,84,False,,90.0,90.0,38.0
Urban Oasis in the Mission,entire guest suite,Mission District,94124,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,5.0,10,False,,275.0,50.0,85.0
!W Ground room W w/private bath,private room,Excelsior,94124,5 guests - 1 bedroom - 3 beds - 1 private bath,Wifi - Washer - Self check-in,Dec 17 – 19,4.89,101,True,93.0,83.0,60.0,32.0
Elegant Large Room - Central Location,private room,Duboce Triangle,94124,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.56,9,False,,79.0,45.0,29.0
Victorian in Heart of the City- Private Room,private room,Hayes Valley,94124,2 guests - 1 bedroom - 1 bed - 3 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,,0,False,,80.0,30.0,27.0
Super Clean Suite:  Hip/Restaurant Neighborhood,private room,Hayes Valley,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,4.75,4,False,,71.0,40.0,26.0
Standard Twin  Room w/Private External Bathroom,room in boutique hotel,Hayes Valley,94124,2 guests - 1 bedroom - 2 beds - 1 private bath,Wifi,Dec 10 – 12,4.45,11,False,,117.0,0.0,0.0
Private Room: Escape to the Mission,private room,Mission District,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Self check-in,Dec 17 – 19,4.69,431,False,,120.0,121.0,51.0
"Modern, Private House w/ Stunning Views & Backyard",entire residential home,Bernal Heights,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.99,81,False,,950.0,150.0,289.0
Modern & relaxing bedroom suite in Bernal heights,private room,Bernal Heights,94124,3 guests - 1 bedroom - 1 bed - 1 private bath,Wifi,Dec 17 – 19,,0,True,180.0,144.0,48.0,0.0
Upscale Dorm - Clean/Quiet/Amenities/City Center,room in serviced apartment,SoMa,94124,1 guest - 1 bedroom - 1 bed - 4 shared baths,Wifi - Kitchen - Self check-in,Dec 10 – 12,3.88,16,False,,62.0,50.0,25.0
PrivateBath.    Hike/Bike/TransitScore97,private room,Mission District,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Self check-in,Dec 17 – 19,4.87,416,False,,150.0,50.0,49.0
Cozy private bedroom in a quiet neighborhood,private room,Daly City,94124,1 guest - 1 bedroom - 1 bed - 2 shared baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.88,105,False,,68.0,0.0,19.0
Victorian in the heart of Castro,private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Self check-in,Dec 31 – Jan 2,4.9,135,False,,165.0,50.0,54.0
Bright room in Industrial Residence,private room,Mission District,94124,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.83,12,False,,125.0,60.0,44.0
"Luxe & Unbeatable Location, Best Block in Mission",entire rental unit,Mission District,94124,4 guests - 2 bedrooms - 2 beds - 1.5 baths,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,5.0,4,False,,425.0,200.0,148.0
Bernal Heights Entire Suite near Cortland Ave,private room,Bernal Heights,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi,Dec 31 – Jan 2,4.78,37,False,,137.0,15.0,41.0
Private Room in a Stunning Vegan Penthouse Apartment,private room,Mission District,94124,1 guest - 1 private bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 24 – 26,5.0,172,False,,152.0,100.0,57.0
Spacious and bright two bedroom in the heart of SF,entire rental unit,Western Addition/NOPA,94124,4 guests - 2 bedrooms - 2 beds - 1.5 baths,Wifi - Kitchen - Washer,Dec 10 – 12,4.4,15,False,,289.0,110.0,97.0
Castro Private Guest Suite with Living Room,private room,The Castro,94124,2 guests - 1 private bedroom - 2 beds - 1 private bath,Wifi - Kitchen,Dec 17 – 19,4.98,120,False,,171.0,150.0,69.0
3 Bed 3.5 Bath private house in Bernal Glen,entire residential home,Bernal Heights,94124,5 guests - 3 bedrooms - 3 beds - 3.5 baths,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,5.0,3,False,,260.0,350.0,123.0
Dashing Private Room-Private Bath-Best Location,private room,Duboce Triangle,94124,2 guests - 1 bedroom - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.63,8,False,,98.0,45.0,34.0
"SF 2 private bedrooms,remodeled, close to airport",private room,Portola,94124,5 guests - 2 bedrooms - 3 beds - 1 private bath,Wifi - Washer - Self check-in,Dec 10 – 12,4.75,51,False,,160.0,60.0,54.0
Beach Bungalow in the heart of the Mission Distict,entire bungalow,Mission District,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen,Dec 24 – 26,4.5,4,False,,275.0,200.0,106.0
Charming Mission Apartment,entire condominium (condo),Mission District,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.95,42,False,,380.0,40.0,113.0
"Spacious 1BR/BA, Discount for >30 day stay",entire residential home,Bayview,94124,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen,Dec 17 – 19,4.4,25,False,,130.0,60.0,45.0
Bright bdrm in lovely Bernal Home,private room,Bernal Heights,94124,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.69,181,False,,95.0,30.0,31.0
Luxurious Noe Valley Victorian,private room,Noe Valley,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Washer - Self check-in,Dec 17 – 19,4.97,99,False,,149.0,75.0,53.0
Noe Valley Room w/ private entrance,private room,Mission District,94124,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Self check-in,Dec 10 – 12,4.71,93,False,,128.0,80.0,47.0
Sunny Room Overlooking Charming Side Street,private room,Mission District,94124,4 guests - 1 bedroom - 2 beds - 1 private bath,Wifi - Kitchen,Dec 24 – 26,4.64,199,False,,100.0,100.0,42.0
Private historic room in Hayes Valley,private room,Western Addition/NOPA,94124,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen,Dec 17 – 19,4.91,11,True,175.0,118.0,0.0,33.0
Private Luxury Guest Floor @ Heart of Hayes Valley,entire guest suite,Western Addition/NOPA,94124,4 guests - 1 bedroom - 2 beds - 1 bath,Wifi - Kitchen - Self check-in,Dec 10 – 12,4.99,150,False,,405.0,150.0,136.0
Inspiring Skyline Views From a Hip Loft in SoMa,entire loft,SoMa,94124,4 guests - 1 bedroom - 1 bed - 1.5 baths,Wifi - Kitchen - Washer,Dec 17 – 19,4.97,37,False,,420.0,150.0,140.0
Hayes Valley Haven - sunny with private entrance,private room,Hayes Valley,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 31 – Jan 2,4.93,96,False,,118.0,35.0,38.0
Bright and Spacious Studio in the Secluded Fairmount Heights,private room,Glen Park,94124,2 guests - 1 private bedroom - 1 bed - 1 private bath,Wifi - Washer - Self check-in,Dec 17 – 19,4.96,177,False,,248.0,125.0,88.0
Economy Double Room,room in boutique hotel,Hayes Valley,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi,Dec 24 – 26,4.29,7,False,,112.0,0.0,0.0
4beds and 2bath w/ Private Entrance and Parking!,entire residential home,Visitacion Valley,94124,8 guests - 3 bedrooms - 4 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.61,18,False,,199.0,170.0,80.0
"Sunny, family friendly apartment near park",entire rental unit,Hayes Valley,94124,3 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.96,27,False,,260.0,220.0,104.0
Standard Twin Room w/Shared Bathroom,private room,Western Addition/NOPA,94124,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi,Dec 3 – 5,4.51,39,True,131.0,110.0,0.0,0.0
"ENTIRE HOME, 2 bedroom, sleeps 4+, great location!",entire townhouse,Mission District,94124,5 guests - 2 bedrooms - 3 beds - 1.5 baths,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.9,29,True,564.0,498.0,150.0,162.0
3BR/2BA SF Home on the Hill - NOW EXTRA SANITIZED,entire residential home,Daly City,94124,9 guests - 3 bedrooms - 5 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.55,382,False,,324.0,70.0,101.0
"Clean, Private Room near SFO/Oracle Prk/Chase Cntr",private room,Bayview,94124,3 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 31 – Jan 2,4.82,76,False,,111.0,45.0,38.0
Home Away From Home Too!,private room,Bayview,94124,4 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.73,41,False,,78.0,35.0,27.0
Warm & cozy sunny room in heart of Mission Dist.,private room,Mission District,94124,3 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Self check-in,Dec 17 – 19,4.84,44,False,,105.0,50.0,37.0
Deluxe Queen Room w/Shared Bathroom,private room,Mission District,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 24 – 26,4.76,71,False,,144.0,0.0,0.0
Downtown - Cozy  & Comfortable - Near BART,room in serviced apartment,SoMa,94124,3 guests - 1 bedroom - 4 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.42,31,False,,89.0,40.0,31.0
"2BR Instagram Dream in the Clouds, 270 city views",entire rental unit,SoMa,94124,5 guests - 2 bedrooms - 2 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.79,191,False,,698.0,95.0,210.0
"Inn at the Opera """"""",entire rental unit,Western Addition/NOPA,94124,2 guests - Studio - 1 bed - 1 bath,Wifi,Dec 10 – 12,,0,False,,143.0,0.0,40.0
"Studio Suite, with private entrance & parking.",private room,Excelsior,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 24 – 26,5.0,14,False,,135.0,50.0,45.0
Three cozy rooms in an SF Edwardian home!,private room,Excelsior,94124,6 guests - 3 bedrooms - 4 beds - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.9,97,False,,100.0,150.0,49.0
Charming Cozy Home in nature SF views and parks.,entire residential home,Excelsior,94124,4 guests - 2 bedrooms - 2 beds - 1.5 baths,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.67,24,False,,304.0,129.0,104.0
"Sunny, Spacious 3 Bedroom Edwardian in the Mission",entire rental unit,Mission District,94124,5 guests - 3 bedrooms - 3 beds - 1.5 baths,Wifi - Kitchen - Washer,Dec 17 – 19,5.0,10,False,,495.0,195.0,167.0
Business Ready in the ❤️ of The Castro ❤️ W/D,private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.88,67,False,,126.0,155.0,57.0
Sunny Master Bedroom. with Private Bathroom,private room,Daly City,94124,1 guest - 1 bedroom - 1 shared bath,Wifi - Kitchen - Washer,Dec 3 – 5,4.71,7,False,,68.0,60.0,28.0
Grand victorian flat in mission SF,entire rental unit,Mission District,94124,5 guests - 2 bedrooms - 2 beds - 1.5 baths,Wifi - Kitchen - Washer,Dec 17 – 19,4.88,34,False,,265.0,90.0,88.0
We Welcome You: 1Br in Shared Mission Flat,private room,Mission District,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.86,7,False,,120.0,0.0,34.0
Home Away From Home Too!,private room,Bayview,94124,4 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.29,48,False,,78.0,35.0,27.0
Large house with space to share!,private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer,Dec 24 – 26,4.94,67,False,,170.0,80.0,59.0
Luxury Designer SoMa 2BR1BA!,entire condominium (condo),SoMa,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.87,15,True,430.0,330.0,130.0,112.0
Comfy private room near SFO/DT SF,private room,Daly City,94124,1 guest - 1 bedroom - 1 bed - 2 shared baths,Wifi - Kitchen - Washer,Dec 3 – 5,4.71,84,False,,65.0,0.0,18.0
Venetian Room in San Francisco,private room,Excelsior,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi,Dec 24 – 26,4.87,127,False,,100.0,35.0,33.0
"Sunny, quiet room in elegant Victorian building",private room,Mission District,94124,3 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Self check-in,Dec 31 – Jan 2,4.88,96,False,,104.0,45.0,36.0
"Uniquely cool top floor near Dolores, roof deck",entire rental unit,Mission District,94124,6 guests - 3 bedrooms - 3 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.97,60,False,,750.0,150.0,233.0
Private Suite in Hayes Valley with Private Bath,private room,Western Addition/NOPA,94124,2 guests - 1 bedroom - 1 bed - 1.5 baths,Wifi - Kitchen,Dec 17 – 19,5.0,7,True,204.0,175.0,0.0,49.0
Charming San Francisco Victorian home,private room,Bernal Heights,94124,2 guests - 1 bedroom - 1 bed - 1.5 shared baths,Wifi - Kitchen,Dec 3 – 5,4.94,17,False,,125.0,100.0,49.0
Hilltop Home - Million Dollar View (Private Room),private room,Daly City,94124,2 guests - Studio - 1 bed - 1 private bath,Wifi,Dec 24 – 26,4.67,72,False,,100.0,20.0,31.0
Chase Center - BART Civic Center - Cozy & Comfy,room in boutique hotel,SoMa,94124,2 guests - 1 bedroom - 1 bed - 4 shared baths,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.32,56,False,,109.0,40.0,36.0
Home Away From Home Too!,private room,Bayview,94124,6 guests - 1 bedroom - 3 beds - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,4.38,48,False,,78.0,35.0,27.0
Jean's Private AirBnB studio,private room,Excelsior,94124,2 guests - 1 bedroom - 1 private bath,Wifi,Dec 24 – 26,4.83,6,False,,75.0,49.0,28.0
Clean & Central Classic in Duboce Tri (2BR+Office),entire rental unit,Duboce Triangle,94124,4 guests - 2 bedrooms - 2 beds - 1 bath,Wifi - Kitchen - Washer - Self check-in,Dec 17 – 19,4.98,62,False,,384.0,130.0,127.0
FULLY PRIVATE 3 bed/2 bath place in big Victorian,entire condominium (condo),Noe Valley,94124,4 guests - 3 bedrooms - 5 beds - 2 baths,Wifi - Kitchen - Self check-in,Dec 3 – 5,4.64,45,False,,298.0,300.0,126.0
Private third floor with separate entrance,private room,Hayes Valley,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Self check-in,Dec 17 – 19,4.86,35,False,,225.0,100.0,78.0
Suite B - Boastful Back Room,private room,Portola,94124,6 guests - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 10 – 12,4.84,62,False,,86.0,75.0,35.0
Nice Cozy 3rd Floor Lots of Natural Light,entire rental unit,Bernal Heights,94124,5 guests - 1 bedroom - 5 beds - 1 bath,Wifi - Kitchen - Self check-in,Dec 17 – 19,4.48,21,False,,139.0,130.0,58.0
Comfy private room in Daly City,private room,Daly City,94124,1 guest - 1 bedroom - 1 bed - 2 shared baths,Wifi - Kitchen - Washer,Dec 31 – Jan 2,4.79,73,False,,68.0,0.0,19.0
Massive Stylish Home in Amazing Location!,entire residential home,Daly City,94124,12 guests - 5 bedrooms - 8 beds - 3 baths,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,4.55,109,False,,625.0,350.0,226.0
Bernalhouse143  Room 2  The Audrey Hepburn room.,private room,Bernal Heights,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen,Dec 31 – Jan 2,4.69,13,False,,80.0,40.0,28.0
HUGE LUXURY LOFT W/VIEW Fmr SUPERHOST Potrero Hill,entire loft,Potrero Hill,94124,6 guests - 3 bedrooms - 4 beds - 2.5 baths,Wifi - Kitchen - Washer,Dec 10 – 12,4.84,62,False,,800.0,250.0,261.0
Chic Penthouse Pad with Captivating City Views,entire condominium (condo),SoMa,94124,2 guests - 1 bedroom - 1 bed - 1 bath,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.82,34,False,,270.0,135.0,95.0
Penthouse Living and WFH Shared Apt,private room,SoMa,94124,1 guest - 1 bedroom - 1 bed - 1 private bath,Wifi - Kitchen - Washer - Self check-in,Dec 24 – 26,4.86,36,False,,158.0,130.0,63.0
Hilltop Retreat with Panoramic Cityscape Vistas,entire residential home,Daly City,94124,11 guests - 4 bedrooms - 6 beds - 2 baths,Wifi - Kitchen - Washer - Self check-in,Dec 31 – Jan 2,4.84,58,False,,650.0,200.0,212.0
BernalHouse143 Room 1,private room,Bernal Heights,94124,2 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Kitchen - Washer,Dec 17 – 19,4.82,11,False,,120.0,40.0,40.0
"Mission Treat in large, elegant Victorian room",private room,Mission District,94124,4 guests - 1 bedroom - 2 beds - 1 shared bath,Wifi - Self check-in,Dec 24 – 26,4.82,79,False,,109.0,50.0,38.0
Large & Bright Room in the ❤️ of The Castro,private room,The Castro,94124,2 guests - 1 bedroom - 1 bed - 1 shared bath,Wifi - Kitchen - Washer - Self check-in,Dec 3 – 5,4.92,62,True,155.0,125.0,155.0,57.0
4 Bedroom house-No partying/smoking!,entire residential home,Crocker Amazon,94124,6 guests - 4 bedrooms - 5 beds - 1 bath,Wifi,Dec 17 – 19,4.61,84,False,,200.0,85.0,68.0
